,Title,Zone,Price,Size (m²),Description,URL
283,"
                        Apartamento T2, Entrecampos (Nossa Senhora de Fátima), Avenidas Novas, Lisboa
                    ","                    Entrecampos (Nossa Senhora de Fátima), Avenidas Novas, Lisboa                ",499000.0,84,"               Apartamento T2 Duplex em Entrecampos, Lisboa.  Composto por cozinha + sala em open space com acesso a varandas, wc social.  No piso abaixo, encontramos um hall com zona de arrumos, roupeiro, e wc completo de apoio aos dois (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-avenidas-novas-entrecampos-(nossa-senhora-de-fatima)-perto-centro-da-cidade,policia,transportes-publicos,hospital,escola-tem-varandas-7ee5c106-87b3-11e9-ad2e-060000000056.html?fpn=11"
284,"

","                    Centro (Lourinhã), Lourinhã e Atalaia, Lourinhã                ",95000.0,81,"               FAÇA CONNOSCO O MELHOR NEGÓCIO-NEGOCIÁVEL  Fantástico Apartamento T2 com Elevador localizado no centro da vila da Lourinhã. É um apartamento T2 com boas áreas. Conta com 2 quartos, 1 casa de banho, uma sala, cozinha equipada (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lourinha-e-atalaia-centro-(lourinha)-tem-varandas,estacionamento-exterior,escolas,cozinha-equipada-392fb1d7-87b3-11e9-93ea-060000000051.html?fpn=11"
285,"
                        Apartamento T2, Odivelas
                    ",                    Odivelas                ,125000.0,72,"               Apartamento T2 em Odivelas, com muito boas áreas. 2º andar sem elevador.  Sem obras: 125.000€ Com Obras: 145.000€ Com boa exposição, zona calma próximo do C.C. Arroja. Marque já a sua visita.
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-05f9b03c-87b3-11e9-840c-060000000057.html?fpn=11
286,"

","                    Arredores (Agualva), Agualva e Mira-Sintra, Sintra                ",85532.0,84,"               Prédio de 4 andares sem elevador,com gas canalizado,situado em zona calma,com fácil estacionamento.Composto por 4 quartos com 10 e 12m2, sala em mosaico com16m2 e varanda.Casa de Banho com banheira 4m2. Cozinha ampla com (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-agualva-e-mira-sintra-arredores-(agualva)-perto-escola-tem-estacionamento,varanda-d63852ce-87b2-11e9-8325-060000000052.html?fpn=11"
287,"
                        Apartamento T3, Almirante Reis (Anjos), Arroios, Lisboa
                    ","                    Almirante Reis (Anjos), Arroios, Lisboa                ",350000.0,90,"               UMA TENDÊNCIA URBAN CHIC NO CENTRO DE LISBOA  O imóvel que lhe apresentamos neste anúncio (remodelado por arquitecto em 2005) consubstancia A opção de poder viver numa zona de Lisboa que, face à sua centralidade e crescente (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-arroios-almirante-reis-(anjos)-tem-mobilia,lavandaria-2d812002-87b1-11e9-889a-060000000054.html?fpn=11"
288,"
                        Apartamento T2, Rio de Mouro, Sintra
                    ","                    Rio de Mouro, Sintra                ",139000.0,84,"               Apartamento T2 em Varge Mondar em razoável estado de conservação, em prédio calmo com condomínio e em zona de estacionamento livre.O apartamento é composto por dois quartos com roupeiro, sala com lareira e simpática varanda (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-sintra-rio-de-mouro-tem-varanda,arrecadacao,hall-de-entrada,cozinha-equipada,estacionamento-f2dfc844-87b0-11e9-bb19-060000000053.html?fpn=11"
289,"

","                    Mercês (Rio de Mouro), Rio de Mouro, Sintra                ",144000.0,154,"               TAPADA DAS MERCÊS. Lindo apartamento DUPLEX, em ótimo estado, muito luminoso e soalheiro, com vista desafogada, inserido em prédio em bom estado de conservação com elevador, com todo o tipo de comércio (Continente e Mercado (...)
          ","https://casa.sapo.pt/comprar-apartamento-t5-sintra-merces-(rio-de-mouro)-perto-escola,centro-da-cidade,transportes-publicos-tem-comercio,hospital,hall-de-entrada,varanda,escolas-83363a74-87b0-11e9-ad2e-060000000056.html?fpn=11"
290,"
                        Apartamento T6, Avenidas Novas, Lisboa
                    ","                    Avenidas Novas, Lisboa                ",998500.0,233,"               343M2 FANTÁSTICAMENTE REMODELADOS AV VVALMOR  T5 +1 - totalmente remodelado, em zona prime e privilegiada das Av. Novas, servida de todo o tipo de comércio, serviços e transportes, bem como dos melhores escolas e colégios - (...)
          ","https://casa.sapo.pt/comprar-apartamento-t6-ou-superior-lisboa-avenidas-novas-tem-aquecimento-central,ar-condicionado,comercio,cozinha-equipada,garagem-estacionamento,escolas-bc1f36e6-87af-11e9-889a-060000000054.html?fpn=11"
291,"
                        Apartamento T4, Belém, Lisboa
                    ","                    Belém, Lisboa                ",1150000.0,,"               Alto do Restelo T4 280m² Schwimmbad für Erwachsene und Kinder mit beheiztem Wasser durch Sonnenkollektoren, Fitnessstudio, Sauna, Bar, Kondominiumsraum, Garage, Lagerung und Sicherheit rund um die Uhr.  - T4 mit 280m² - (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-lisboa-belem-perto-transportes-publicos,policia,centro-da-cidade,escola-com-jardim,arrecadacao,garagem-estacionamento-tem-condominio-fechado,vista-para-cidade-50a9db97-87af-11e9-889a-060000000054.html?fpn=11"
292,"
                        Apartamento T2, Beato, Lisboa
                    ","                    Beato, Lisboa                ",195000.0,,"               Apartamento remodelado, mobilado e decorado. T2 a nível do rés-do-chão com 50 m2 de área privativa. 10 m2 de Terraço. Cozinha e WC totalmente equipados. Dois quartos e sala mobilados e decorados.
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-beato-tem-mobilia,terraco-f8c08450-87ae-11e9-8325-060000000052.html?fpn=11"
293,"
                        Apartamento T2, Apelação, Camarate, Unhos e Apelação, Loures
                    ","                    Apelação, Camarate, Unhos e Apelação, Loures                ",104000.0,59,"               Apartamento T2 com parqueamento  Apartamento com 3 assoalhadas com áreas generosas e com garagem em box para 1 viatura e/ou arrumos, localizado na Área Metropolitana de Lisboa - Loures a 10 minutos do Aeroporto de Lisboa e a (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-loures-camarate,unhos-e-apelacao-apelacao-tem-transportes-publicos,comercio,garagem-estacionamento,escola-d5f8d4ef-87ad-11e9-889a-060000000054.html?fpn=11"
294,"

","                    Tapada da Mercês, Algueirão-Mem Martins, Sintra                ",144000.0,154,"               TAPADA DAS MERCÊS. Lindo apartamento DUPLEX, em ótimo estado, muito luminoso e soalheiro, com vista desafogada, inserido em prédio em bom estado de conservação com elevador, com todo o tipo de comércio (Continente e Mercado (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-sintra-algueirao-mem-martins-tapada-da-merces-perto-escola,centro-da-cidade,transportes-publicos-tem-comercio,hospital,hall-de-entrada,varanda,escolas-9869cc14-87ad-11e9-ad2e-060000000056.html?fpn=11"
295,"
                        Apartamento, Beato, Lisboa
                    ","                    Beato, Lisboa                ",195000.0,47,"               T2 totalmente reabilitado mobilado e decorado. Cozinha totalmente equipada. Dois quartos totalmente mobilados. WC Esta fração está inserida  num prédio totalmente reabilitado. Área útil: 47 m2
          ",https://casa.sapo.pt/comprar-apartamento-lisboa-beato-tem-mobilia-fa5c170a-87ac-11e9-8325-060000000052.html?fpn=11
296,"

","                    Avs. Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa                ",1395000.0,278,"               Um resort urbano no centro da Lisboa que permite a máxima tranquilidade e conforto. A um passo da Praça de Espanha, os Jardins de São Lourenço oferecem proximidade ao coração dos negócios e comércio lisboeta e às principais (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-lisboa-avenidas-novas-avs.-novas-(nossa-senhora-de-fatima)-perto-centro-da-cidade-tem-comercio,seguranca,arrecadacao,ar-condicionado,piscina,estacionamento-38d6b030-87ac-11e9-889a-060000000054.html?fpn=11"
297,"
                        Apartamento T5 Duplex, Lapa, Estrela, Lisboa
                    ","                    Lapa, Estrela, Lisboa                ",800000.0,161,"               Fantástico apartamento na Lapa com vista rio. Localizado numa rua tranquila de um dos melhores bairros de Lisboa, a Lapa, rodeado de mansões e palacetes. As vistas do apartamento são de tirar o fôlego, abrangendo a cidade, o (...)
          ","https://casa.sapo.pt/comprar-apartamento-t5-lisboa-estrela-lapa-perto-transportes-publicos,hospital,escola-tem-vista-para-rio,varandas,terraco,aquecimento-central,ar-condicionado-9b6a7e90-d4c4-438b-914a-1de36545a51d.html?fpn=11&g3pid=561832"
298,"

","                    Arredores (Mira-Sintra), Agualva e Mira-Sintra, Sintra                ",88000.0,82,"               Imóvel 3 assoalhadas na Quinta da Barroca,perto de transportes e escolas.Prédio com 2 frentes e elevador. Cozinha com despensa,sem equipamento. Quartos com 13 e 14m2 sendo que um tem roupeiro. Sala ampla com  22m2 e varanda. (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-agualva-e-mira-sintra-arredores-(mira-sintra)-perto-transportes-publicos,escola-tem-varanda,escolas-f250f055-87ab-11e9-8325-060000000052.html?fpn=11"
299,"

","                    Lombos Sul (Carcavelos), Carcavelos e Parede, Cascais                ",265000.0,46,"               Apartamento T1 localizado em Carcavelos com vista frontal de mar. Junto à nova Universidade Business and Economics. Excelente oportunidade de investimento.
          ","https://casa.sapo.pt/comprar-apartamento-t1-cascais-carcavelos-e-parede-lombos-sul-(carcavelos)-perto-transportes-publicos-com-jardim-tem-vista-para-praia,vista-para-mar,varandas-726ba7d7-87aa-11e9-93ea-060000000051.html?fpn=11"
300,"
                        Loft, Alto dos Moinhos, São Domingos de Benfica, Lisboa
                    ","                    Alto dos Moinhos, São Domingos de Benfica, Lisboa                ",275000.0,53,"               Apartamento T0 NOVO em São Domingos de Benfica, 6º andar de prédio com elevador e uma Vista maravilhosa sobre Monsanto. Pode fácilmente ser transformado em T1.  Composição do Imóvel:  - Sala com Kitchenette (33m²) equipada (...)
          ","https://casa.sapo.pt/comprar-loft-lisboa-sao-domingos-de-benfica-alto-dos-moinhos-perto-transportes-publicos,centro-da-cidade,policia,hospital,escola-tem-comercio,varanda,ar-condicionado-41616668-87aa-11e9-93ea-060000000051.html?fpn=12"
301,"
                        Apartamento T3, Av. Infante Santo (Lapa), Estrela, Lisboa
                    ","                    Av. Infante Santo (Lapa), Estrela, Lisboa                ",820000.0,145,"               Estrela / Infante Santo T3 Novo com 145m2, próximo do Jardim da Estrela e a dois passos do rio, à entrada da Lapa, paredes meias com campo de ourique e a dois minutos a pé da futura estação de metro da Estrela. Edifício de (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-estrela-av.-infante-santo-(lapa)-perto-transportes-publicos,centro-da-cidade,policia,escola-tem-vista-para-cidade,jardim,lavandaria,cozinha-equipada-cfa65a36-87a9-11e9-889a-060000000054.html?fpn=12"
302,"
                        Apartamento T2, Centro, Odivelas
                    ","                    Centro, Odivelas                ",180000.0,,"               Localizado em Odivelas, Av. da Liberdade
          ","https://casa.sapo.pt/comprar-apartamento-t2-odivelas-centro-perto-transportes-publicos,escola-265068c9-87a9-11e9-ad2e-060000000056.html?fpn=12"
303,"
                        Apartamento T2, Avs. Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa
                    ","                    Avs. Novas (Nossa Senhora de Fátima), Avenidas Novas, Lisboa                ",499000.0,118,"               Apartamento T2 duplex (sala em cima e quartos em baixo), com cozinha semi-americana, nas Avenidas Novas. A cozinha foi alterada face ao projecto inicial, tendo sido aberta para a sala tornando-a mais moderna e prática. As (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-avenidas-novas-avs.-novas-(nossa-senhora-de-fatima)-tem-seguranca,arrecadacao,jardim,garagem-estacionamento,lavandaria,hospital-ef49726b-87a8-11e9-bb19-060000000053.html?fpn=12"
304,"
                        Apartamento T3, Parque dos Principes, Lumiar, Lisboa
                    ","                    Parque dos Principes, Lumiar, Lisboa                ",650000.0,134,"               Parque dos Príncipes T3 com duas varandas, box para três carros médios e arrecadação, na zona mais nobre e bonita do Parque dos Príncipes.   - T3 (4 Assoalhadas) - Área 134m² + 50m² box e arrecadação - - Hall de entrada (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-lumiar-parque-dos-principes-perto-centro-da-cidade,escola,policia,transportes-publicos-com-arrecadacao,garagem-estacionamento-tem-estacionamento-interior,varandas-bfb13333-87a8-11e9-889a-060000000054.html?fpn=12"
305,"
                        Apartamento T3, Queijas, Carnaxide e Queijas, Oeiras
                    ","                    Queijas, Carnaxide e Queijas, Oeiras                ",410000.0,128,"               Apartamento T3 com 151m2, 2 varandas, suite, garagem box, aquecimento central, aspiração central, arrecadação e cozinha equipada.  Num terceiro andar, com elevador, este apartamento, construído em 2003, recebe-nos através do (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-oeiras-carnaxide-e-queijas-queijas-perto-transportes-publicos-com-arrecadacao,garagem-estacionamento-tem-varandas,jacuzzi,cozinha-equipada,aspiracao-central-af105c64-87a8-11e9-840c-060000000057.html?fpn=12"
306,"
                        Apartamento T1, Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras
                    ","                    Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras                ",149000.0,49,"               Apartamento semi-remodelado, sala comum com kitchenette, quarto com roupeiro, casa de banho, excelente vista mar.  Bairro Comendador Joaquim Matias com muito comércio e serviços, praia a 2 minutos a pé, escola básica, escola (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-oeiras-e-sao-juliao-da-barra,paco-de-arcos-e-caxias-tem-comercio,escola-6ba90a21-87a8-11e9-889a-060000000054.html?fpn=12"
307,"
                        Apartamento T2, São Vicente, Lisboa
                    ","                    São Vicente, Lisboa                ",388000.0,60,"               Vende-se este magnífico apartamento completamente remodelado, equipado, decorado e mobilado com licença para Alojamento Local. Imóvel está situado numa das mais turísticas zonas de Lisboa, poucos metros da Igreja do São (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-sao-vicente-tem-mobilia,ar-condicionado-30f37d19-87a8-11e9-bb19-060000000053.html?fpn=12"
308,"
                        Apartamento T2, Finanças (Mina), Mina de Água, Amadora
                    ","                    Finanças (Mina), Mina de Água, Amadora                ",127500.0,70,"               Apartamento junto ao parque central  Remodelação Total  Cozinha totalmente equipada   Rés do chão equivale a 1.andar  Estores elétricos
          ","https://casa.sapo.pt/comprar-apartamento-t2-amadora-mina-de-agua-financas-(mina)-perto-policia,centro-da-cidade-5e9686f1-87a7-11e9-889a-060000000054.html?fpn=12"
309,"

","                    Picoas (São Sebastião da Pedreira), Avenidas Novas, Lisboa                ",450000.0,70,"               Apartamento T2 novo (a estrear), inserido no Empreendimento Sousa Martins 27. Cozinha equipada, pé direito alto e ar condicionado. Acabamentos de qualidade superior. Localização privilegiada entre a Praça Duque de Saldanha e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-avenidas-novas-picoas-(sao-sebastiao-da-pedreira)-perto-centro-da-cidade,transportes-publicos-tem-cozinha-equipada,ar-condicionado-d0d40dd3-87a6-11e9-bb19-060000000053.html?fpn=12"
310,"
                        Loft, Av. 24 de Julho (Santos-o-Velho), Estrela, Lisboa
                    ","                    Av. 24 de Julho (Santos-o-Velho), Estrela, Lisboa                ",590000.0,131,"               Loft 24 Julho Apartamento incrível com dois pisos e garagem junto ao rio, terraço panorâmico na cobertura, lavandaria e zeladora de condomínio.    - Piso inferior: Sala, cozinha com ilha e wc social  - Piso superior (...)
          ","https://casa.sapo.pt/comprar-loft-lisboa-estrela-av.-24-de-julho-(santos-o-velho)-perto-centro-da-cidade,transportes-publicos-com-garagem-estacionamento-tem-vista-para-cidade,arrecadacao,terraco,lavandaria-01c0388d-87a6-11e9-889a-060000000054.html?fpn=12"
311,"
                        Apartamento T2, Ramada e Caneças, Odivelas
                    ","                    Ramada e Caneças, Odivelas                ",160000.0,85,"               Belíssimo apartamento de 3 assoalhadas, localizado na Ramada, com excelentes acessoa às artérias principais de entrada em Lisboa. A 10 minutos do aeroporto de Lisboa. Áreas de construção muito generosas. OPORTUNIDADE DE (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-ramada-e-canecas-af82bf7e-87a5-11e9-840c-060000000057.html?fpn=12
312,"
                        Apartamento T2, Ramada e Caneças, Odivelas
                    ","                    Ramada e Caneças, Odivelas                ",145000.0,85,"               Belíssimo apartamento de 3 assoalhadas, localizado na Ramada, com excelentes acessoa às artérias principais de entrada em Lisboa. A 10 minutos do aeroporto de Lisboa. Áreas de construção muito generosas. OPORTUNIDADE DE (...)
          ",https://casa.sapo.pt/comprar-apartamento-t2-odivelas-ramada-e-canecas-881dd2c3-87a5-11e9-840c-060000000057.html?fpn=12
313,"
                        Apartamento T4, Arroios, Lisboa
                    ","                    Arroios, Lisboa                ",290000.0,101,"               Apartamento com quatro quartos, sendo dois deles interiores, com 100 m2 de área útil, em Arroios. Composto por quatro quartos, cozinha, sala de estar, 2 wcs completos, marquise e varanda num dos quartos. O imóvel encontra-se (...)
          ","https://casa.sapo.pt/comprar-apartamento-t4-lisboa-arroios-perto-transportes-publicos,centro-da-cidade-tem-jardim,comercio,varanda,marquise-b9233dd8-87a4-11e9-ad2e-060000000056.html?fpn=12"
314,"
                        Apartamento T2, Casais de Mem-Martins, Algueirão-Mem Martins, Sintra
                    ","                    Casais de Mem-Martins, Algueirão-Mem Martins, Sintra                ",80000.0,60,"               Apartamento de 3 assoalhadas a precisar de benfeitorias, nos Casais de Mem Martins com  arrecadação de 4 m² no sótão.  Imóvel inserido em prédio sem elevador ao nivel de um Rés de Chão.  Excelente localização, zona muito (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-sintra-algueirao-mem-martins-casais-de-mem-martins-perto-policia,transportes-publicos,escola-com-arrecadacao-tem-marquise,comercio-37617649-87a4-11e9-889a-060000000054.html?fpn=12"
315,"
                        Apartamento T2, Casal da Ouressa, Algueirão-Mem Martins, Sintra
                    ","                    Casal da Ouressa, Algueirão-Mem Martins, Sintra                ",91000.0,99,"               Apartamento T2 com 99 m2, em Mem Martins, Ouressa. Situa-se a 450 metros do agrupamento de escolas Ferreira de Castro. Apartamento composto por hall,com roupeiro embutido, cozinha, sala com lareira, 2 quartos, 1 w.c e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-sintra-algueirao-mem-martins-casal-da-ouressa-tem-arrecadacao,escolas-31f24b86-87a4-11e9-840c-060000000057.html?fpn=12"
316,"
                        Apartamento T1, Carrasqueira (Marteleira), Miragaia e Marteleira, Lourinhã
                    ","                    Carrasqueira (Marteleira), Miragaia e Marteleira, Lourinhã                ",60000.0,70,"               Ref. 1102-T1UA   EXCELENTE 2 ASSOALHADAS. Construído em 1996. Apartamento em ótimo estado de conservação, necessita de pintura e limpeza a 15 minutos da cidade de Torres Vedras, a 10 minutos da Lourinhã, a 10 minutos da A8, (...)
          ",https://casa.sapo.pt/comprar-apartamento-t1-lourinha-miragaia-e-marteleira-carrasqueira-(marteleira)-perto-transportes-publicos-f5b11d8c-87a3-11e9-ad2e-060000000056.html?fpn=12
317,"
                        Apartamento T1, Belém (Santa Maria de Belém), Belém, Lisboa
                    ","                    Belém (Santa Maria de Belém), Belém, Lisboa                ",260000.0,66,"               Imóvel todo remodelado.  Distribuindo-se da seguinte forma:  Piso inferior:   - Cozinha equipada Sala, Wc, Quarto e Varanda.  - Piso superior :  2  Divisões com janelas Velux  e Wc.   Ar-condicionado em todas as divisões    (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-belem-(santa-maria-de-belem)-perto-policia,hospital,escola-tem-vista-para-rio,varandas,comercio,varanda,cozinha-equipada-d7f89c4f-87a3-11e9-889a-060000000054.html?fpn=12"
318,"
                        Apartamento T3, Quinta da Graciosa (Estoril), Cascais e Estoril, Cascais
                    ","                    Quinta da Graciosa (Estoril), Cascais e Estoril, Cascais                ",395000.0,145,"               O apartamento encontra-se arrendado-- ESTORIL- Quinta da Graciosa T3  Com terraço virado para a zona da piscina Ténis Jardim.   Hall 11m2,  lavabo social, sala comum 33.50m2 com terraço virada para a piscina, cozinha (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-cascais-e-estoril-quinta-da-graciosa-(estoril)-perto-escola,policia,transportes-publicos-com-garagem-estacionamento-tem-jardim,terraco,arrecadacao,cozinha-equipada-2c1e5695-87a3-11e9-889a-060000000054.html?fpn=12"
319,"
                        Apartamento T0, Marvila, Lisboa
                    ","                    Marvila, Lisboa                ",148000.0,30,"               Apartamento T0 para Venda em Marvila Entrada Sala de estar e de jantar e cozinha equipada Quarto Casa de Banho Apartamento inserido num prédio recentemente renovado numa zona histórica da cidade. Transportes Comércio Serviços
          ","https://casa.sapo.pt/comprar-apartamento-t0-lisboa-marvila-perto-transportes-publicos,centro-da-cidade-tem-comercio,cozinha-equipada-1917b0d2-87a1-11e9-ad2e-060000000056.html?fpn=12"
320,"
                        Apartamento T1 Duplex, Chiado (São Paulo), Misericórdia, Lisboa
                    ","                    Chiado (São Paulo), Misericórdia, Lisboa                ",845000.0,155,"               Este Loft junto ao Chiado está inserido num projecto de reabilitação de um Palácio, originalmente do século XVII.   Foi mantido o charme e imponência da fachada e portal principal entre outros elementos históricos, pelo (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-lisboa-misericordia-chiado-(sao-paulo)-perto-transportes-publicos,centro-da-cidade-com-garagem-estacionamento-5a1a8e3c-87a0-11e9-840c-060000000057.html?fpn=12"
321,"
                        Apartamento T1, Campinas (Belas), Queluz e Belas, Sintra
                    ","                    Campinas (Belas), Queluz e Belas, Sintra                ",95000.0,70,"               T1 com 70 metros quadrados mais uma arrecadação com 8 metros situado em Campinas, perto dos acessos à A16, zona muito tranquila e de construção não muito antiga e bastante agradável, este imóvel é o rés do chão do prédio e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-sintra-queluz-e-belas-campinas-(belas)-perto-transportes-publicos,escola,centro-da-cidade-tem-arrecadacao,cozinha-equipada-3c74d6e2-87a0-11e9-8325-060000000052.html?fpn=12"
322,"

","                    Alvalade, Lisboa                ",335000.0,80,"               Já pensou em viver no centro de Lisboa com todo o conforto, bons acessos e numa zona de referência? Imagina-se a chegar a casa de carro vindo da autoestrada ou então a sair da estação de metro? Pode ainda passar pelo (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-alvalade-perto-transportes-publicos,escola-tem-varandas,ar-condicionado-19d7a52b-879f-11e9-bb19-060000000053.html?fpn=12"
323,"
                        Apartamento T3, Campolide, Lisboa
                    ","                    Campolide, Lisboa                ",350000.0,100,"               Apartamento T3 (4 assoalhadas), com duas frentes, nascente/poente, cozinha independente e equipada, com dois wcs completos, despensa/lavandaria. Em edifício com placa e vista desafogada, junto à Universidade Nova de Lisboa e (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-campolide-perto-escola,transportes-publicos-tem-vista-para-cidade,varandas,estacionamento,lavandaria-1749d728-5830-4e0b-b8ad-fd4f89281ee4.html?fpn=12&g3pid=561164"
324,"
                        Apartamento T3, Santo António, Lisboa
                    ","                    Santo António, Lisboa                ",2760000.0,,"               Este apartamento T3 com 250,30 m² está inserido no Palacete Falcarreira, localizado entre o Largo do Rato e a Avenida da Liberdade, no coração de Lisboa.  Trata-se de um edifício da segunda metade do século XIX, totalmente (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-santo-antonio-perto-hospital,transportes-publicos,escola-com-terraco,garagem-estacionamento-tem-estacionamento-interior,jardim,centro-da-cidade-e98f728d-879d-11e9-840c-060000000057.html?fpn=12"
325,"
                        Apartamento T2, Av. da Igreja (São João de Brito), Alvalade, Lisboa
                    ","                    Av. da Igreja (São João de Brito), Alvalade, Lisboa                ",550000.0,124,"               A Avenida da Igreja é uma avenida de Lisboa, localizada na freguesia de Alvalade. É um bairro construído nos anos 40 do século passado, um bairro familiar, sempre caraterizado por ter uma vida muito dinâmica, com um comércio (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-alvalade-av.-da-igreja-(sao-joao-de-brito)-perto-policia,transportes-publicos,escola,centro-da-cidade-tem-comercio,arrecadacao,varanda,cozinha-equipada-c91f9e1d-879d-11e9-ad2e-060000000056.html?fpn=13"
326,"
                        Apartamento T2, Santo António, Lisboa
                    ","                    Santo António, Lisboa                ",1670000.0,,"               Este apartamento T2 com 151,40 m² está inserido no Palacete Falcarreira, localizado entre o Largo do Rato e a Avenida da Liberdade, no coração de Lisboa.  Trata-se de um edifício da segunda metade do século XIX, totalmente (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-santo-antonio-perto-hospital,transportes-publicos,escola-com-terraco,garagem-estacionamento-tem-estacionamento-interior,jardim,centro-da-cidade-338241ea-879d-11e9-840c-060000000057.html?fpn=13"
327,"
                        Apartamento T2, Centro (Rio de Mouro), Rio de Mouro, Sintra
                    ","                    Centro (Rio de Mouro), Rio de Mouro, Sintra                ",136300.0,,"               Apartamento T3 em Rio de Mouro totalmente recuperado.   Composto por hall de entrada com roupeiro, cozinha semi-equipada com sala de refeições com janela, sala de estar com acesso a uma varanda fechada e no hall um wc (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-sintra-centro-(rio-de-mouro)-perto-transportes-publicos,policia,escola,centro-da-cidade-tem-varanda,hall-de-entrada-c6b6bbd2-879c-11e9-ad2e-060000000056.html?fpn=13"
328,"
                        Apartamento T3, Santo António, Lisboa
                    ","                    Santo António, Lisboa                ",3175000.0,,"               Este apartamento T3 com 287,50 m² e uma área exterior de 5,30 m² está inserido no Palacete Falcarreira, localizado entre o Largo do Rato e a Avenida da Liberdade, no coração de Lisboa.  Trata-se de um edifício da segunda (...)
          ","https://casa.sapo.pt/comprar-apartamento-t3-lisboa-santo-antonio-perto-hospital,transportes-publicos,escola-com-terraco,garagem-estacionamento-tem-estacionamento-interior,jardim,centro-da-cidade-5d6edb7d-879c-11e9-840c-060000000057.html?fpn=13"
329,"
                        Apartamento T1, Reboleira, Águas Livres, Amadora
                    ","                    Reboleira, Águas Livres, Amadora                ",95000.0,60,"               Fantástico imóvel 2 assoalhadas junto ao metro e comboio da Reboleira, 1º andar em prédio com 2 elevadores, gás canalizado, boa arrecadação, quarto com roupeiro, sala com varanda, dispensa, wc completa, cozinha com dispensa. (...)
          ","https://casa.sapo.pt/comprar-apartamento-t1-amadora-aguas-livres-reboleira-perto-transportes-publicos,policia,centro-da-cidade,escola-tem-arrecadacao,varanda-fa64426e-879b-11e9-ad2e-060000000056.html?fpn=13"
330,"
                        Apartamento T2, Santo António, Lisboa
                    ","                    Santo António, Lisboa                ",1875000.0,,"               Este apartamento T2 com 168,30 m² e uma área exterior de 14,30 m² está inserido no Palacete Falcarreira, localizado entre o Largo do Rato e a Avenida da Liberdade, no coração de Lisboa.  Trata-se de um edifício da segunda (...)
          ","https://casa.sapo.pt/comprar-apartamento-t2-lisboa-santo-antonio-perto-hospital,transportes-publicos,escola-com-terraco,garagem-estacionamento-tem-estacionamento-interior,jardim,centro-da-cidade-b962acd4-879b-11e9-840c-060000000057.html?fpn=13"
331,"
                        Apartamento T4, Santo António, Lisboa
                    ","                    Santo António, Lisboa                ",990000.0,150,"               Magnifico apartamento de charme com 160m2 em prédio com elevador.   Apartamento de 6 assoalhadas, originalmente um T4 transformado em T3 no inicio de 2017 data de total remodelação do imóvel.  Composto por 3 quartos, um (...)
          ","https://casa.sapo.pt/century21/comprar-apartamento-t4-lisboa-santo-antonio-tem-estacionamento,cozinha-equipada-ae1a37e6-879b-11e9-840c-060000000057.html?fpn=13"
